Line;Chinese;Pinyin;Translation;NumberOfWords
1417;教师在学习中的关键作用是不该忽视的;jiao4 shi1 zai4 xue2 xi2 zhong4 di4 guan1 jian4 zuo4 yong4 shi4 bu4 gai1 hu1 shi4 de ;The key role of the teacher in the learning process should not be neglected.;17
1418;这位教师要使班里的每一个人都弄懂课文;zhe4 wei4 jiao4 shi1 yao4 shi3 ban1 li3 de mei3 yi1 ge4 ren2 dou1 nong4 dong3 ke4 wen2 ;The teacher makes sure that everyone in the class understands the text.;18
1419;你可以在这本书的第一部分找到你要的资料;ni3 ke3 yi3 zai4 zhe4 ben3 shu1 de di4 yi1 bu4 fen zhao3 dao4 ni3 yao4 de zi1 liao4 ;You may find the information you need in the first portion of the book.;19
1420;他们不顾农民反对, 仍继续进行农业改革;ta1 men bu4 gu4 nong2 min2 fan3 dui4 reng2 ji4 xu4 jin4 xing2 nong2 ye4 gai3 ge2! ;They persisted with the agricultural reforms, despite opposition from the farmers.;19
1421;我总是分不出这对姐妹, 她们看上去简直一模一样;wo3 zong3 shi4 fen4 bu4 chu1 zhe4 dui4 jie3 mei4 ta1 men kan4 shang4 qu4 jian3 zhi2 yi1 mo2 yi2 yang4! ;I always confuse the sisters: they look so alike.;23
1422;他在一家汽车旅馆呆了一晚上,就又接着旅行了;ta1 zai4 yi1 jia1 qi4 che1 lu:3 guan3 dai1 le yi1 wan3 shang jiu4 you4 jie1 zhe lu:3 xing2 le ;He stayed one night in a motel and went on travelling.;21
1423;在我看来,这次演出恐怕不能算是完全成功的;zai4 wo3 kan4 lai zhe4 ci4 yan3 chu1 kong3 pa4 bu4 neng2 suan4 shi4 wan2 quan2 cheng2 gong1 de ;I'm afraid that the performance was not a total success.;20
1424;这本书形象地描写了一百年前的中国生活;zhe4 ben3 shu1 xing2 xiang4 de miao2 xie3 le yi1 bai3 nian2 qian2 de Zhong1 guo2 sheng1 huo2 ;This book gives a good picture of life in China 100 hundred years ago.;18
1425;香山红叶是北京最浓最浓的秋色;xiang1 shan1 hong2 ye4 shi4 Bei3 jing1 zui4 nong2 zui4 nong2 de qiu1 shai3 ;The red leaves of maple trees of the Fragrant Hills are the most charming autumn scenery in Beijing.;14
1426;他的秘密至死也不为人知,因为他从未告诉过别人;ta1 de mi4 mi4 zhi4 si3 ye3 bu4 wei4 ren2 zhi1 yin1 wei4 ta1 zong4 wei4 gao4 su guo4 bie2 ren2 ;His secret died with him, for he never told anyone.;22
1427;这件工作同你早先的工作相比, 有些令人失望;zhe4 jian4 gong1 zuo4 tong2 ni3 zao3 xian1 de gong1 zuo4 xiang1 bi3 you3 xie1 ling4 ren2 shi1 wang4! ;Beside your earlier work this piece seems rather disappointing.;21
1428;各种各样的影响有助于塑造我们的孩子们的性格;ge4 zhong3 ge4 yang4 de ying3 xiang3 you3 zhu4 yu2 su4 zao4 wo3 men de hai2 zi men de xing4 ge2 ;Many influences help to fashion our children's characters.;21
1429;经济知识对于理解这个问题是至关重要的;jing1 ji4 zhi1 shi dui4 yu2 li3 jie3 zhe4 ge4 wen4 ti2 shi4 zhi4 guan1 zhong4 yao4 de ;A knowledge of economics is fundamental to any understanding of this problem.;18
1430;开往北京的火车将于半小时后从三站台开出;kai1 wang4 Bei3 jing1 de huo3 che1 jiang4 yu2 ban4 xiao3 shi2 hou4 zong4 san1 zhan4 tai2 kai1 chu1 ;The train to Beijing will depart from platform 3 in half an hour.;19
1431;机场当局已答应重新检查他们的安全措施;ji1 chang3 dang1 ju2 yi3 da1 ying chong2 xin1 jian3 cha2 ta1 men de an1 quan2 cuo4 shi1 ;The airport authorities have promised to review their security measurements.;18
1432;这个小女孩因为斜视不敢在公共场合露面;zhe4 ge4 xiao3 nu:3 hai2 yin1 wei4 xie2 shi4 bu4 gan3 zai4 gong1 gong4 chang3 he2 lou4 mian4 ;The little girl dares not to appear in public because she is cross-eyed.;18
1433;不符合这些要求的考生不能上这所大学;bu4 fu2 he2 zhe4 xie yao1 qiu2 de kao3 sheng1 bu4 neng2 shang4 zhe4 suo3 da4 xue2 ;Candidates who fail to meet these requirements will not be admitted to the University.;17
1434;无疑,他们一定知道这样讲话可能产生的后果;wu2 yi2 ta1 men yi1 ding4 zhi1 dao4 zhe4 yang4 jiang3 hua4 ke3 neng2 chan3 sheng1 de hou4 guo3 ;Certainly they must know the probable result of such speeches.;20
1435;这一千本书将构成学校新图书馆藏书的基础;zhe4 yi1 qian1 ben3 shu1 jiang4 gou4 cheng2 xue2 xiao4 xin1 tu2 shu1 guan3 zang4 shu1 de ji1 chu3 ;These 1000 books will form the nucleus of the new school library.;19
1436;几个星期来她一直呆在家中照顾有病的父亲;ji3 ge xing1 qi1 lai2 ta1 yi1 zhi2 dai1 zai4 jia1 zhong4 zhao4 gu you3 bing4 de fu4 qin1 ;She has been tied to the house for weeks looking after her invalid father.;19
1437;在外表上她保持着平静,但实际上她生气极了;zai4 wai4 biao3 shang4 ta1 bao3 chi2 zhuo2 ping2 jing4 dan4 shi2 ji4 shang4 ta1 sheng1 qi4 ji2 le ;She maintained a calm exterior, though really she was furious.;20
1438;我对他并不了解,虽然我认识他已经很长时间了;wo3 dui4 ta1 bing4 bu4 liao3 jie3 sui1 ran2 wo3 ren4 shi ta1 yi3 jing1 hen3 zhang3 shi2 jian1 le ;I don't know him well though I've known him for a long time.;21
1439;在共同反对非正义行为的斗争中, 我们都是同志;zai4 gong4 tong2 fan3 dui4 fei1 zheng4 yi4 xing2 wei2 de dou4 zheng1 zhong4 wo3 men dou1 shi4 tong2 zhi4! ;We are all brothers in the same fight against injustice.;22
1440;要是不给你添太多麻烦的话,我倒是愿意留下来;yao4 shi4 bu4 ji3 ni3 tian1 tai4 duo1 ma2 fan de hua4 wo3 dao4 shi4 yuan4 yi4 liu2 xia4 lai2 ;I'd like to stay if it's not too much of an imposition on you.;21
1441;根据定义,首都是一个国家的政治文化中心;gen1 ju4 ding4 yi4 shou3 du1 shi4 yi1 ge4 guo2 jia1 de zheng4 zhi4 wen2 hua4 zhong1 xin1 ;By definition the capital is the political and cultural center of a country.;19
1442;先让我烤烤火暖和一下,然后我们开始谈话;xian1 rang4 wo3 kao3 kao3 huo3 nuan3 huo2 yi1 xia4 ran2 hou4 wo3 men kai1 shi3 tan2 hua4 ;Just give me a minute to thaw out in front of the fire, then we can talk.;19
1443;我一想到要对这样的听众讲话,就有些胆小;wo3 yi1 xiang3 dao4 yao4 dui4 zhe4 yang4 de ting1 zhong4 jiang3 hua4 jiu4 you3 xie1 dan3 xiao3 ;I was rather daunted by the thought of addressing such an audience.;19
1444;连长说军队生活可以使新兵锻炼得更坚强;lian2 zhang3 shuo1 jun1 dui4 sheng1 huo2 ke3 yi3 shi3 xin1 bing1 duan4 lian4 de geng4 jian1 qiang2 ;The company leader said that army life would toughen the recruits up.;18
1445;班里所有的男孩都想陪这个漂亮的女孩一起出游;ban1 li3 suo3 you3 de nan2 hai2 dou1 xiang3 pei2 zhe4 ge4 piao4 liang de nu:3 hai2 yi1 qi3 chu1 you2 ;All the boys in the class want to go out with the pretty girl.;21
1446;自由党候选人轻易获胜,超出选票数以千计;zi4 you2 dang3 hou4 xuan3 ren2 qing1 yi4 huo4 sheng4 chao1 chu1 xuan3 piao4 shuo4 yi3 qian1 ji4 ;The liberal candidate romped through with thousands of votes to spare.;19
1447;一位德国科学家打断了我,并问我是否来自中国;yi1 wei4 De2 guo2 ke1 xue2 jia1 da3 duan4 le wo3 bing4 wen4 wo3 shi4 fou3 lai2 zi4 Zhong1 guo2 ;A German scientist interrupted me and asked if I came from China.;21
1448;盒式音像带上有个小窗, 能看见里面的磁带;he2 shi4 yin1 xiang4 dai4 shang4 you3 ge4 xiao3 chuang1 neng2 kan4 jian4 li3 mian4 de ci2 dai4! ;There is a little window in the cassette case so that you can see the tape.;20
1449;整个作业的安全让一个粗心大意的人给破坏了;zheng3 ge4 zuo4 ye4 de an1 quan2 rang4 yi1 ge4 cu1 xin1 da4 yi4 de ren2 ji3 po4 huai4 le! ;The security of the whole operation has been jeopardized by one careless person.;20
1450;我们必须把理论与实践相结合是个重要的原则;wo3 men bi4 xu1 ba3 li3 lun4 yu4 shi2 jian4 xiang4 jie2 he2 shi4 ge4 zhong4 yao4 de yuan2 ze2 ;It is an essential principle that we must combine theory with practice.;20
1451;很奇怪他们改变了计划,但我觉得没有什么用处;hen3 qi2 guai4 ta1 men gai3 bian4 le ji4 hua4 dan4 wo3 jue2 de mei2 you3 shen2 me yong4 chu ;Their change of plan is strange but I don't think it's significant.;21
1452;世界杯决赛现在正向五十多个国家现场转播;Shi4 jie4 bei1 jue2 sai4 xian4 zai4 zheng4 xiang4 wu3 shi2 duo1 ge4 guo2 jia1 xian4 chang3 zhuan3 bo1 ;The World Cup final is being transmitted live to over fifty countries.;19
1453;这条路线旅行的人以前常走,但是现在已不用了;zhe4 tiao2 lu4 xian4 lu:3 xing2 de ren2 yi3 qian2 chang2 zou3 dan4 shi4 xian4 zai4 yi3 bu4 yong4 le ;The route was once much travelled but has fallen into disuse.;21
1454;他们试图利用更好的方法和工具来增加生产力;ta1 men shi4 tu2 li4 yong4 geng4 hao3 de fang1 fa3 huo4 gong1 ju4 lai2 zeng1 jia1 sheng1 chan3 li4 ;They tried to increase production by using better methods and tools.;20
1455;他一想到自己对她的死负有责任就感到心如刀割;ta1 yi1 xiang3 dao4 zi4 ji3 dui4 ta1 de si3 fu4 you3 ze2 ren4 jiu4 gan3 dao4 xin1 ru2 dao1 ge1 ;The thought that he was responsible for her death preyed on his mind.;21
1456;工会领袖号召抗议那天全体会员积极参加;gong1 hui4 ling3 xiu4 hao4 zhao4 kang4 yi4 na4 Tian1 quan2 ti3 hui4 yuan2 ji1 ji2 can1 jia1! ;Union leaders called for the active participation of all members in the day of protest.;18
1457;前一代人制造出来的空洞理论,下一代人把它们打破;qian2 yi1 dai4 ren2 zhi4 zao4 chu1 lai de kong1 dong4 li3 lun4 xia4 yi1 dai4 ren2 ba3 ta1 men da3 po4 ;One generation blows bubbles, and the next breaks them.;23
1458;你那篇文章的内容好极了, 但是表达方式不太好;ni3 na4 pian1 wen2 zhang1 de nei4 rong2 hao4 ji2 le dan4 shi4 biao3 da2 fang1 shi4 bu4 tai4 hao4! ;The content of your essay is excellent, but it's not very well expressed.;22
1459;生产者与消费者之间的利益冲突将永远存在;sheng1 chan3 zhe3 yu4 xiao1 fei4 zhe3 zhi1 jian1 de li4 yi4 chong1 tu1 jiang4 yong3 yuan3 cun2 zai4 ;The conflicting interests of producers and consumers will be everlasting.;19
1460;既然你无法回答这个问题,我们最好再问问别人;ji4 ran2 ni3 wu2 fa3 hui2 da2 zhe4 ge4 wen4 ti2 wo3 men zui4 hao3 zai4 wen4 wen4 bie2 ren2 ;Since you can't answer the question, perhaps we'd better ask someone else.;21
1461;等所有的植物都开花时,花园会显得非常漂亮;deng3 suo3 you3 de zhi2 wu4 dou1 kai1 hua1 shi2 hua1 yuan2 kuai4 xian3 de fei1 chang2 piao4 liang ;The garden will look very beautiful when all the plants are in flower.;20
1462;我的部分工作是同我们的供应商保持良好的关系;wo3 de bu4 fen gong1 zuo4 shi4 tong2 wo3 men de gong1 ying4 shang1 bao3 chi2 liang2 hao3 de guan1 xi ;Part of my job is to maintain good relationship with our suppliers.;21
1463;我八点钟就到医院了,但是九点钟我才去值班;wo3 ba1 dian3 zhong1 jiu4 dao4 yi1 yuan4 le dan4 shi4 jiu3 dian3 zhong1 wo3 cai2 qu4 zhi2 ban1 ;I arrive at the hospital at eight o'clock, but I don't go on duty until nine.;20
1464;这家工厂的所有女职工在三八节都得到了一份礼物;zhe4 jia1 gong1 chang3 de suo3 you3 nu:3 zhi2 gong1 zai4 san1 ba1 jie2 dou1 de2 dao4 le yi1 fen4 li3 wu4 ;All the female workers in this factory got a present on March 8.;22
1465;因为污染严重,许多美丽的鱼类正在面临绝种;yin1 wei4 wu1 ran3 yan2 zhong4 xu3 duo1 mei3 li4 de yu2 lei4 zheng4 zai4 mian4 lin2 jue2 zhong4 ;Many beautiful fish are fast disappearing because of the severe pollution.;20
1466;那些喜欢和他一起踢足球的小男孩都把他当作叔叔;na4 xie1 xi3 huan huo4 ta1 yi1 qi3 ti1 zu2 qiu2 de xiao3 nan2 hai2 dou1 ba3 ta1 dang4 zuo4 shu1 shu ;He is uncle to all the little boys who like to play football with him.;22
1467;那位记者发来了一篇描写极地生活的艰苦的文章;na4 wei4 ji4 zhe3 fa4 lai2 le yi1 pian1 miao2 xie3 ji2 de sheng1 huo2 de jian1 ku4 de wen2 zhang1 ;The reporter has sent an article describing the rigors of life at the poles.;21
1468;别穿这些衣服去工作,要穿得象个专业人员的样子;bie4 chuan1 zhe4 xie yi1 fu qu4 gong1 zuo4 yao4 chuan1 de xiang4 ge4 zhuan1 ye4 ren2 yuan2 de yang4 zi ;"""Don't wear those clothes to work; try to look more professional!""";22
1469;如果最后你能够有所成就, 你的努力就不会白费;ru2 guo3 zui4 hou4 ni3 neng2 gou4 you3 suo3 cheng2 jiu4 ni3 de nu3 li4 jiu4 bu4 hui4 bai2 fei4 ;Your efforts will not come to no avail, if you can achieve something at last.;22
1470;你如果可以正确有效地使用一个词,你就是了解它了;ni3 ru2 guo3 ke3 yi3 zheng4 que4 you3 xiao4 de shi3 yong4 yi1 ge4 ci2 ni3 jiu4 shi4 liao3 jie3 ta1 le ;If you can use a word correctly and effectively you comprehend it.;23
1471;他肯定是喝多了,当他要站起来时,却摔倒在地上;ta1 ken3 ding4 shi4 he4 duo1 le dang4 ta1 yao4 zhan4 qi3 lai shi2 que4 shuai1 dao3 zai4 di4 shang ;"""He must have drunk too much; when he tried to stand up, he keeled over.""";22
1472;在空无一人的办公室里电话铃突然地发出刺耳的尖叫声;zai4 kong4 wu2 yi1 ren2 de ban4 gong1 shi4 li3 dian4 hua4 ling2 tu1 ran2 de fa1 chu1 ci4 er3 de jian1 jiao4 sheng1 ;Telephone shrilled unattended in deserted office.;24
1473;他不谈论这个令人不愉快的话题,而去谈论别的事情;ta1 bu4 tan2 lun4 zhe4 ge4 ling4 ren2 bu4 yu2 kuai4 de hua4 ti2 er2 qu4 tan2 lun4 bie2 de shi4 qing ;He dismissed the unpleasant subject and talked about something else.;23
1474;你必须先弄懂数学基础知识, 我们才能进一步学习;ni3 bi4 xu1 xian1 nong4 dong3 shu4 xue2 ji1 chu3 zhi1 shi wo3 men cai2 neng2 jin4 yi2 bu4 xue2 xi2! ;You must understand the elements of mathematics before we can proceed further.;23
1475;我买不起像特德那样的照相机。这要花好大一笔钱;wo3 mai3 bu4 qi3 xiang4 te4 de2 na4 yang4 de zhao4 xiang4 ji1. zhe4 ya4o hua1 ha4o da4 yi1 bi3 qia2n;I can't possibly afford to buy a camera like Ted's!###It costs the earth.;22
1476;他把文件使劲扔在我的桌子上便怒气冲冲地走了出去;ta1 ba3 wen2 jian4 shi3 jin4 reng1 zai4 wo3 de zhuo1 zi shang4 pian2 nu4 qi4 chong4 chong4 de zou3 le chu1 qu4 ;He slammed the papers down on my desk and angrily walked out.;23
1477;所有的顾问当中, 只有王先生提了一些中肯的建议;suo3 you3 de gu4 wen4 dang1 zhong1 zhi3 you3 wang2 xian1 sheng ti2 le yi1 xie1 zhong4 ken3 de jian4 yi4 ;Of all the consultants, only Mr!###Wang gave us some proposals in point.;23
1478;他不久就逐渐习惯了宿舍的生活并交了两三个朋友;ta1 bu4 jiu3 jiu4 zhu2 jian4 xi2 guan4 le su4 she4 de sheng1 huo2 bing4 jiao1 le liang3 san1 ge4 peng2 you ;He soon gets accustom to dormitory life and make two or three friend.;22
1479;那位著名的进步思想家被邀请在会议上发表演讲;na4 wei著4 ming2 de jin4 bu4 si1 xiang3 jia1 bei4 yao1 qing3 zai4 hui4 yi4 shang4 fa1 biao3 yan3 jiang3 ;That famous progressive thinker was asked to deliver a speech at the meeting.;21
1480;人类的种种经验都证明了爱与怕之间的紧密联系;ren2 lei4 de zhong3 zhong3 jing1 yan4 dou1 zheng4 ming2 le ai4 yu4 pa4 zhi1 jian1 de jin3 mi4 lian2 xi4 ;All kinds of human experience testify to the close link between love and fear.;21
1481;不论阶级,种族,性别,人人都可进这所学校上课;bu4 lun4 jie1 ji2 zhong3 zu2 xing4 bie2 ren2 ren2 dou1 ke3 jin4 zhe4 suo3 xue2 xiao4 shang4 ke4 ;Everybody can come to this school, without respect to class, race, or sex.;22
1482;即使多年没有看见我的同学,我也马上认出了他;ji2 shi3 duo1 nian2 mei2 you3 kan4 jian4 wo3 de tong2 xue2 wo3 ye3 ma3 shang4 ren4 chu1 le ta1 ;Even though I hadn't seen my classmate for many years, I recognized him immediately.;21
1483;这家新工厂给自然环境带来的影响可能是灾难性的;zhe4 jia1 xin1 gong1 chang3 ji3 zi4 ran2 huan2 jing4 dai4 lai2 de ying3 xiang3 ke3 neng2 shi4 zai1 nan4 xing4 de ;This environmental effect of this new factory could be disastrous.;22
1484;我在会上真出了洋相了--一站起来就把问题忘了;wo3 zai4 kuai4 shang4 zhen1 chu1 le yang2 xiang4 le-- yi1 zhan4 qi3 lai jiu4 ba3 wen4 ti2 wang4 le! ;I made a real ass of myself at the meeting standing up and then forgetting the question.;22
1485;这次新发现的石油对这个地区的经济有着重大的意义;zhe4 ci4 xin1 fa1 xian4 de shi2 you2 dui4 zhe4 ge4 di4 qu1 de jing1 ji4 you3 zhe zhong4 da4 de yi4 yi4 ;This new discovery of oil is of great significance to this area's economy.;23
1486;这篇演讲非常令人失望,它回避了所有主要的问题;zhe4 pian1 yan3 jiang3 fei1 chang2 ling4 ren2 shi1 wang4 ta1 hui2 bi4 le suo3 you3 zhu3 yao4 de wen4 ti2 ;"""The speech was most disappointing; it skirted round all the main questions.""";22
1487;为了安全起见,在市内开车时速不要超过三十公里;wei4 le an1 quan2 qi3 xian4 zai4 shi4 nei4 kai1 che1 shi2 su4 bu4 yao4 chao1 guo4 san1 shi2 gong1 li3 ;For safety's sake, don't drive more than 30 kilometers per hour in the city.;22
1488;你或许也会发现阅读已经变成是有趣的事,而不是工作;ni3 huo4 xu3 ye3 kuai4 fa1 xian4 yue4 du2 yi3 jing1 bian4 cheng2 shi4 you3 qu4 de shi4 er2 bu2 shi4 gong1 zuo4 ;You may also find that reading has become more fun than work!;24
1489;他要养活自己的七个孩子,更不必说还有妻子和父母了;ta1 yao4 yang3 huo zi4 ji3 de qi1 ge4 hai2 zi geng4 bu4 bi4 shuo1 hai2 you3 qi1 zi huo4 fu4 mu3 le ;He had to support his seven children, to say nothing of his wife and parents.;24
1490;亿万人的收入增加了,这是他们自己做梦也想不到的;yi4 wan4 ren2 de shou1 ru4 zeng1 jia1 le zhe4 shi4 ta1 men zi4 ji3 zuo4 meng4 ye3 xiang3 bu4 dao4 de ;Incomes of millions upon millions of people have increased beyond their dreams.;23
1491;就翻译训练而言我认为这是一本无出其右的好书;jiu4 fan1 yi4 xun4 lian4 er2 yan2 wo3 ren4 wei2 zhe4 shi4 yi1 ben3 wu2 chu1 qi2 you4 de hao4 shu1 ;This is a book, which I dare say, is unequaled as far as translation practice is concerned.;21
1492;东边地平线上的一道淡红光线使我知道天快要亮了;dong1 bian1 de ping2 xian4 shang4 de yi1 dao4 dan4 hong2 guang1 xian4 shi3 wo3 zhi1 dao4 tian1 kuai4 yao4 liang4 le ;A line of pink on the eastern horizon told me that daybreak was near.;22
1493;他们如果还顾及人的生命就不会做出这样可怕的事来;ta1 men ru2 guo3 huan2 gu4 ji2 ren2 de sheng1 ming4 jiu4 bu4 hui4 zuo4 chu1 zhe4 yang4 ke3 pa4 de shi4 lai2 ;If they had any respect for human life they wouldn't do such terrible things.;23
1494;空难事件中有些人大难不死被新闻界广泛报导;kong1 nan4 shi4 jian4 zhong4 you3 xie1 ren2 da4 nan4 bu4 si3 bei4 xin1 wen2 jie4 guang3 fan4 bao4 dao3 ;The miraculous survival of some people in the air crash was widely reported by the press.;20
